it1         0.00         0.00
it2         2.00        20.00
it3         3.00        15.00
it4         3.00        15.00
it5         3.00        15.00
it6         3.00        15.00
it7         3.00        15.00
it8         3.00        15.00
it9         3.00        15.00
it10        3.00        15.00
it11        3.00        15.00
